trade_date,strategy,ts_code,weight,score,realized_ret
20250103,mlp_top10_full,002861.SZ,0.1,0.0048052482306957245,-0.056904375553131104
20250103,mlp_top10_full,600590.SH,0.1,0.004671832546591759,-0.08316832780838013
20250103,mlp_top10_full,601011.SH,0.1,0.004563203081488609,0.12781953811645508
20250103,mlp_top10_full,002640.SZ,0.1,0.004542036447674036,0.04999995231628418
20250103,mlp_top10_full,300189.SZ,0.1,0.0045339008793234825,-0.07291668653488159
20250103,mlp_top10_full,300599.SZ,0.1,0.004407469183206558,-0.0340425968170166
20250103,mlp_top10_full,002390.SZ,0.1,0.004395742900669575,-0.0023474693298339844
20250103,mlp_top10_full,002491.SZ,0.1,0.004374123178422451,-0.07538807392120361
20250103,mlp_top10_full,300417.SZ,0.1,0.0043623256497085094,-0.06581056118011475
20250103,mlp_top10_full,002272.SZ,0.1,0.004351339302957058,-0.07536560297012329
20250106,mlp_top10_full,002769.SZ,0.1,0.005058793351054192,-0.04864084720611572
20250106,mlp_top10_full,002629.SZ,0.1,0.00490152882412076,-0.08115184307098389
20250106,mlp_top10_full,002369.SZ,0.1,0.004811506252735853,-0.055964648723602295
20250106,mlp_top10_full,300067.SZ,0.1,0.004802943207323551,-0.07471263408660889
20250106,mlp_top10_full,300333.SZ,0.1,0.004758132621645927,-0.06241327524185181
20250106,mlp_top10_full,002067.SZ,0.1,0.004669461399316788,-0.0409356951713562
20250106,mlp_top10_full,300141.SZ,0.1,0.004527525510638952,0.07709014415740967
20250106,mlp_top10_full,600593.SH,0.1,0.004502519033849239,0.04212641716003418
20250106,mlp_top10_full,300189.SZ,0.1,0.004463457502424717,-0.019999980926513672
20250106,mlp_top10_full,002210.SZ,0.1,0.004458122421056032,-0.018264830112457275
20250107,mlp_top10_full,000981.SZ,0.1,0.005005734506994486,0.10222220420837402
20250107,mlp_top10_full,600186.SH,0.1,0.00482677947729826,0.04347825050354004
20250107,mlp_top10_full,002313.SZ,0.1,0.004808597732335329,0.01424872875213623
20250107,mlp_top10_full,600857.SH,0.1,0.004724511411041021,0.05898129940032959
20250107,mlp_top10_full,002187.SZ,0.1,0.004686737898737192,0.14240503311157227
20250107,mlp_top10_full,002193.SZ,0.1,0.004661793354898691,-0.024154603481292725
20250107,mlp_top10_full,601010.SH,0.1,0.004607211798429489,0.047618985176086426
20250107,mlp_top10_full,300067.SZ,0.1,0.0045992829836905,0.03278684616088867
20250107,mlp_top10_full,000679.SZ,0.1,0.0045555755496025085,0.05094337463378906
20250107,mlp_top10_full,601616.SH,0.1,0.004525651223957539,0.03466665744781494
20250108,mlp_top10_full,600865.SH,0.1,0.00569230318069458,0.029411673545837402
20250108,mlp_top10_full,603335.SH,0.1,0.005562834441661835,-0.01598179340362549
20250108,mlp_top10_full,600857.SH,0.1,0.00530511187389493,0.05249679088592529
20250108,mlp_top10_full,601086.SH,0.1,0.005182899534702301,0.04742264747619629
20250108,mlp_top10_full,002495.SZ,0.1,0.005078118294477463,0.040358662605285645
20250108,mlp_top10_full,000679.SZ,0.1,0.004676817450672388,0.034862399101257324
20250108,mlp_top10_full,300333.SZ,0.1,0.004577039275318384,0.06373190879821777
20250108,mlp_top10_full,002881.SZ,0.1,0.0044930437579751015,0.05263161659240723
20250108,mlp_top10_full,600778.SH,0.1,0.004392564296722412,0.06527411937713623
20250108,mlp_top10_full,600322.SH,0.1,0.004323091823607683,0.008438944816589355
20250109,mlp_top10_full,600530.SH,0.1,0.0048978291451931,-0.04635763168334961
20250109,mlp_top10_full,600793.SH,0.1,0.004784529097378254,-0.0020050406455993652
