strategy,total_return_mean,total_return_std,annual_return_mean,annual_return_std,sharpe_mean,sharpe_std,max_drawdown_mean,max_drawdown_std,win_rate_mean,win_rate_std,avg_turnover_mean,avg_turnover_std,num_days_mean
mlp_buffer_risk,1.1707815099550998,,1.2414335618401204,,2.5465032124582265,,-0.09297857046205382,,0.6074380165289256,,0.5991735537190082,,242.0
mlp_top10_drop2,1.0333030279163244,,1.093812227393356,,2.5944078646836752,,-0.1334925694921143,,0.5578512396694215,,0.4024793388429752,,242.0
mlp_top10_full,1.3032977147339664,,1.3840931524520461,,2.8867203597523123,,-0.12862854621469022,,0.5661157024793388,,1.6826446280991738,,242.0
random_top10_drop2,0.6079734582908689,0.13028106085799473,0.6400599342296798,0.13856962813740656,2.2915167229925313,0.41248761849902515,-0.09239928364600451,0.018850378251290763,0.5745867768595041,0.016823975990079613,0.4024793388429752,0.0,242.0
random_top10_full,0.5012804642118628,0.17505599174404612,0.5271244805361133,0.1853855680255524,1.936369976821802,0.6164330181778608,-0.09954737905206604,0.018029798576012154,0.5741735537190082,0.027062836613921212,1.9892561983471075,0.002076961528719135,242.0
