strategy,total_return_mean,total_return_std,annual_return_mean,annual_return_std,annual_vol_mean,annual_vol_std,sharpe_mean,sharpe_std,max_drawdown_mean,max_drawdown_std,win_rate_mean,win_rate_std,avg_turnover_mean,avg_turnover_std,num_days_mean
lstm_seq20_oo_buffer_risk,0.47705457909333426,,0.5569976896244253,,0.2447050732923725,,2.0735661711481854,,-0.16248306380523725,,0.5990990990990991,,0.5927927927927926,,222.0
lstm_seq20_oo_top10_drop2,0.5704264354052941,,0.6691926424562744,,0.2622140730464031,,2.2155007616401448,,-0.15109007923605933,,0.5630630630630631,,0.40270270270270275,,222.0
lstm_seq20_oo_top10_full,0.7794152509399797,,0.9235282385107311,,0.2780346198482484,,2.6157371682999537,,-0.1458584791477041,,0.5855855855855856,,1.4747747747747746,,222.0
random_top10_drop2,0.19320738031397772,0.11576115674535517,0.22288017243420155,0.1342696380239289,0.2381987116808341,0.01059922524004972,1.007273200955699,0.47155005200084005,-0.19035251470613657,0.029598703790068695,0.5407657657657657,0.020999983828569314,0.4027027027027027,0.0,222.0
random_top10_full,0.055858468410823994,0.12957940037131813,0.06478609827741474,0.14894985680688694,0.23676263848662576,0.010725432135595118,0.4197933427876124,0.593656251749696,-0.19171991169858477,0.032746201422221385,0.5283783783783783,0.025401571495264317,1.9893693693693693,0.0021989909102422857,222.0
