trade_date,strategy,ts_code,weight,score,realized_ret
20250116,dlinear_seq10_oo_top10_full,600056.SH,0.1,0.003412037156522274,-0.003727853298187256
20250116,dlinear_seq10_oo_top10_full,603228.SH,0.1,0.003188987262547016,-0.020065724849700928
20250116,dlinear_seq10_oo_top10_full,600619.SH,0.1,0.002435424830764532,-0.007042229175567627
20250116,dlinear_seq10_oo_top10_full,002736.SZ,0.1,0.00233724107965827,-0.006666660308837891
20250116,dlinear_seq10_oo_top10_full,600903.SH,0.1,0.002280370332300663,-0.0014925003051757812
20250116,dlinear_seq10_oo_top10_full,002603.SZ,0.1,0.0021921293810009956,-0.004452943801879883
20250116,dlinear_seq10_oo_top10_full,300332.SZ,0.1,0.002021945547312498,-0.004056811332702637
20250116,dlinear_seq10_oo_top10_full,600584.SH,0.1,0.0017587443580850959,-0.03798395395278931
20250116,dlinear_seq10_oo_top10_full,601179.SH,0.1,0.0016591002931818366,-0.00278550386428833
20250116,dlinear_seq10_oo_top10_full,000768.SZ,0.1,0.0016187551664188504,-0.011252760887145996
20250117,dlinear_seq10_oo_top10_full,603228.SH,0.1,0.004712536931037903,0.10808992385864258
20250117,dlinear_seq10_oo_top10_full,600056.SH,0.1,0.0038565020076930523,0.005612730979919434
20250117,dlinear_seq10_oo_top10_full,603612.SH,0.1,0.003088621888309717,-0.007112383842468262
20250117,dlinear_seq10_oo_top10_full,300473.SZ,0.1,0.0030842809937894344,-0.008581876754760742
20250117,dlinear_seq10_oo_top10_full,600903.SH,0.1,0.0029597394168376923,-0.004484355449676514
20250117,dlinear_seq10_oo_top10_full,300476.SZ,0.1,0.002613415941596031,0.09170305728912354
20250117,dlinear_seq10_oo_top10_full,002603.SZ,0.1,0.0025399276055395603,0.010862588882446289
20250117,dlinear_seq10_oo_top10_full,300068.SZ,0.1,0.0019154646433889866,0.013513445854187012
20250117,dlinear_seq10_oo_top10_full,002736.SZ,0.1,0.0018650456331670284,0.0143815279006958
20250117,dlinear_seq10_oo_top10_full,002922.SZ,0.1,0.0018218213226646185,0.01928699016571045
20250120,dlinear_seq10_oo_top10_full,600056.SH,0.1,0.004172873217612505,-0.0009302496910095215
20250120,dlinear_seq10_oo_top10_full,002349.SZ,0.1,0.0040122587233781815,-0.008075356483459473
20250120,dlinear_seq10_oo_top10_full,603228.SH,0.1,0.0036218715831637383,0.044531941413879395
20250120,dlinear_seq10_oo_top10_full,002603.SZ,0.1,0.003038243390619755,-0.004424750804901123
20250120,dlinear_seq10_oo_top10_full,000756.SZ,0.1,0.002989098895341158,0.0013071298599243164
20250120,dlinear_seq10_oo_top10_full,002317.SZ,0.1,0.0029556662775576115,-0.0069991350173950195
20250120,dlinear_seq10_oo_top10_full,300473.SZ,0.1,0.0025075129233300686,-0.011129438877105713
20250120,dlinear_seq10_oo_top10_full,000050.SZ,0.1,0.002484773052856326,0.004459261894226074
20250120,dlinear_seq10_oo_top10_full,600961.SH,0.1,0.0024328306317329407,0.0
20250120,dlinear_seq10_oo_top10_full,603520.SH,0.1,0.0023042778484523296,0.024752497673034668
20250121,dlinear_seq10_oo_top10_full,600267.SH,0.1,0.0064302170649170876,0.0024155378341674805
20250121,dlinear_seq10_oo_top10_full,002349.SZ,0.1,0.005912602413445711,-0.016282200813293457
20250121,dlinear_seq10_oo_top10_full,600961.SH,0.1,0.005388256162405014,-0.016847193241119385
20250121,dlinear_seq10_oo_top10_full,600056.SH,0.1,0.00401818472892046,-0.010242044925689697
20250121,dlinear_seq10_oo_top10_full,002533.SZ,0.1,0.0038322294130921364,-0.0090179443359375
20250121,dlinear_seq10_oo_top10_full,000739.SZ,0.1,0.0036691376008093357,-0.011612951755523682
20250121,dlinear_seq10_oo_top10_full,000756.SZ,0.1,0.003603799734264612,-0.018929481506347656
20250121,dlinear_seq10_oo_top10_full,002922.SZ,0.1,0.0034920605830848217,0.003839850425720215
20250121,dlinear_seq10_oo_top10_full,603228.SH,0.1,0.0034462474286556244,0.01711142063140869
20250121,dlinear_seq10_oo_top10_full,002317.SZ,0.1,0.0034224004484713078,-0.022026419639587402
20250122,dlinear_seq10_oo_top10_full,600961.SH,0.1,0.00704974913969636,0.019583821296691895
20250122,dlinear_seq10_oo_top10_full,000050.SZ,0.1,0.005751940421760082,-0.015538334846496582
20250122,dlinear_seq10_oo_top10_full,002221.SZ,0.1,0.005732853896915913,-0.019550323486328125
20250122,dlinear_seq10_oo_top10_full,002533.SZ,0.1,0.0051031531766057014,-0.003033459186553955
20250122,dlinear_seq10_oo_top10_full,600056.SH,0.1,0.004548017866909504,0.005644321441650391
20250122,dlinear_seq10_oo_top10_full,300433.SZ,0.1,0.00404282147064805,-0.01624131202697754
20250122,dlinear_seq10_oo_top10_full,600267.SH,0.1,0.004018524195998907,0.004819273948669434
20250122,dlinear_seq10_oo_top10_full,002349.SZ,0.1,0.003614128101617098,0.0013793706893920898
20250122,dlinear_seq10_oo_top10_full,300473.SZ,0.1,0.0034710285253822803,-0.03549063205718994
20250122,dlinear_seq10_oo_top10_full,603228.SH,0.1,0.003318981733173132,0.06045055389404297
20250123,dlinear_seq10_oo_top10_full,002615.SZ,0.1,0.00579233281314373,-0.012004852294921875
20250123,dlinear_seq10_oo_top10_full,000404.SZ,0.1,0.005396690685302019,-0.006849348545074463
20250123,dlinear_seq10_oo_top10_full,002035.SZ,0.1,0.005317479372024536,-0.019858181476593018
20250123,dlinear_seq10_oo_top10_full,000050.SZ,0.1,0.00486247893422842,-0.0315670371055603
20250123,dlinear_seq10_oo_top10_full,600773.SH,0.1,0.0038615590892732143,-0.0189933180809021
20250123,dlinear_seq10_oo_top10_full,000682.SZ,0.1,0.003636934794485569,-0.014507710933685303
20250123,dlinear_seq10_oo_top10_full,300035.SZ,0.1,0.0030267140828073025,-0.036939263343811035
20250123,dlinear_seq10_oo_top10_full,603989.SH,0.1,0.0028978041373193264,-0.02684563398361206
20250123,dlinear_seq10_oo_top10_full,600961.SH,0.1,0.0028765005990862846,-0.012004852294921875
20250123,dlinear_seq10_oo_top10_full,000521.SZ,0.1,0.0028415354900062084,-0.007547140121459961
20250124,dlinear_seq10_oo_top10_full,300035.SZ,0.1,0.005241880193352699,0.04999995231628418
20250124,dlinear_seq10_oo_top10_full,000050.SZ,0.1,0.003919687587767839,0.0
20250124,dlinear_seq10_oo_top10_full,002035.SZ,0.1,0.003769658040255308,0.014471888542175293
20250124,dlinear_seq10_oo_top10_full,002615.SZ,0.1,0.003501910250633955,0.0024302005767822266
20250124,dlinear_seq10_oo_top10_full,000682.SZ,0.1,0.0028322620783001184,0.01787590980529785
20250124,dlinear_seq10_oo_top10_full,000521.SZ,0.1,0.0026657902635633945,0.0076045989990234375
20250124,dlinear_seq10_oo_top10_full,002438.SZ,0.1,0.0026351273991167545,0.003184676170349121
