total_return,annual_return,annual_vol,sharpe,max_drawdown,win_rate,avg_turnover,num_days,strategy,run
0.2763073162798644,0.3174501576736901,0.2276023983245858,1.4070834078128263,-0.16816251996525577,0.5291479820627802,1.033183856502242,223,dlinear_top10_full,0
0.32298445496239947,0.3720258962325551,0.24312569883036886,1.4992360244284815,-0.16575592599263378,0.5426008968609866,0.4026905829596412,223,dlinear_top10_drop2,0
0.34825417853423457,0.40167692880726147,0.2413691927460849,1.58699860308489,-0.1400750971409116,0.5515695067264574,0.4430493273542601,223,dlinear_buffer_risk,0
0.23131460475092003,0.2650889347124008,0.20142594153712698,1.3519018213536307,-0.09784567139713884,0.5560538116591929,1.9883408071748878,223,random_top10_full,0
0.31599214801967257,0.36383419273004747,0.19683674459739112,1.731916721973685,-0.1146047654502943,0.5739910313901345,1.9883408071748878,223,random_top10_full,1
0.19036421538334491,0.21764766012321712,0.19546908096913948,1.2268328664689645,-0.09840201443708207,0.5695067264573991,1.9865470852017937,223,random_top10_full,2
0.21993081395747005,0.2518798491579479,0.19958298843706745,1.3072755441607833,-0.14011155316581703,0.5695067264573991,1.9883408071748878,223,random_top10_full,3
0.44602986840569847,0.5170765337538097,0.19857238801632865,2.2494454296781194,-0.11973283328209938,0.5829596412556054,1.991928251121076,223,random_top10_full,4
0.2849512353197803,0.3275374855571913,0.2119442159692798,1.5541982718178033,-0.10419212747196516,0.5426008968609866,1.9883408071748878,223,random_top10_full,5
0.37461431288263425,0.43268452542609626,0.20903954326952745,1.9371684369768545,-0.13852588448736125,0.5605381165919282,1.9910313901345291,223,random_top10_full,6
0.31456339917492193,0.3621610646915965,0.18665863662027346,1.8219247163806078,-0.07900846781252391,0.5246636771300448,1.9847533632286996,223,random_top10_full,7
0.5469978592431457,0.637313613017993,0.19776503744904397,2.6629122692415663,-0.10021764806794498,0.5829596412556054,1.9874439461883409,223,random_top10_full,8
0.3830657008565388,0.4426424011072507,0.17733671735209675,2.214937596214774,-0.08984741068523783,0.547085201793722,1.9910313901345291,223,random_top10_full,9
0.3663819351330435,0.4229923508072342,0.194826645329676,1.9957197756329284,-0.10032262246823676,0.6098654708520179,1.9847533632286996,223,random_top10_full,10
0.42036885899974585,0.4866889880238219,0.20645887363880958,2.1330134062689687,-0.07164783655581342,0.5650224215246636,1.9874439461883409,223,random_top10_full,11
0.324054567198222,0.3732800633508302,0.21705536865435274,1.6606743877633177,-0.11674278454893805,0.6053811659192825,1.989237668161435,223,random_top10_full,12
0.44403890298477733,0.5147163233296534,0.19183431129720188,2.352929960583404,-0.07995012281120406,0.5605381165919282,1.9874439461883409,223,random_top10_full,13
0.23693940006336023,0.27162149213813347,0.19949773224851228,1.361174925828153,-0.11391482715456236,0.5605381165919282,1.991928251121076,223,random_top10_full,14
0.43729354034711476,0.5067231121955533,0.18726515158733353,2.389816237947702,-0.09624871156019543,0.5829596412556054,1.9883408071748878,223,random_top10_full,15
0.2998529973089936,0.3449483253525636,0.19883829377407414,1.6532059281942246,-0.11173695351697088,0.5874439461883408,1.9892376681614348,223,random_top10_full,16
0.18414349711831313,0.2104592944184227,0.18688591370271623,1.1606960983112287,-0.12317918843080322,0.5201793721973094,1.9865470852017937,223,random_top10_full,17
0.2770796342163724,0.3183510809725736,0.2039964608833447,1.5581181160938717,-0.11744413031769363,0.547085201793722,1.9910313901345291,223,random_top10_full,18
0.5239853754662986,0.6098169979677659,0.20983930335139475,2.4557242656484335,-0.08247081234267684,0.5426008968609866,1.9910313901345291,223,random_top10_full,19
0.29771364047818216,0.34244715217382393,0.1916747267376852,1.7208111834226838,-0.09013293490130092,0.5381165919282511,0.4026905829596412,223,random_top10_drop2,0
0.5497376957215416,0.6405908848532269,0.19288271857401645,2.7227672333980784,-0.11217771052241732,0.5829596412556054,0.4026905829596412,223,random_top10_drop2,1
0.42557214701844326,0.4928449489274931,0.21083084854379366,2.119814293660639,-0.10745732574534927,0.57847533632287,0.4026905829596412,223,random_top10_drop2,2
0.36915846964002386,0.4262603846987858,0.20603229271444135,1.9059960789449353,-0.11168204485850775,0.5919282511210763,0.4026905829596412,223,random_top10_drop2,3
0.5999966978495366,0.7008410180067706,0.21057269740584444,2.677076113564355,-0.1098419344625251,0.5874439461883408,0.4026905829596412,223,random_top10_drop2,4
0.3595831144024153,0.41499365860324877,0.20844504706676278,1.8829855519715835,-0.1421329877102182,0.5515695067264574,0.4026905829596412,223,random_top10_drop2,5
0.5864578744284432,0.6845862180053857,0.19180296846678718,2.940076042737956,-0.08418884249856684,0.600896860986547,0.4026905829596412,223,random_top10_drop2,6
0.5968437820409569,0.6970540031920707,0.18051178552954286,3.097978526417154,-0.07302746608642774,0.6188340807174888,0.4026905829596412,223,random_top10_drop2,7
0.6660495852603197,0.7803988042896135,0.2018070420655586,3.0291342393472056,-0.07932713714322381,0.6053811659192825,0.4026905829596412,223,random_top10_drop2,8
0.45701123733203586,0.5301020910641718,0.20373446706861398,2.2421201959208394,-0.07190398424964595,0.5605381165919282,0.4026905829596412,223,random_top10_drop2,9
0.4469426055413832,0.5181586886936884,0.20187636352480529,2.254388081695655,-0.09731833847582361,0.5964125560538116,0.4026905829596412,223,random_top10_drop2,10
0.8521790429848006,1.006752234519265,0.21996677753488217,3.3814017650615824,-0.06421850716590871,0.6053811659192825,0.4026905829596412,223,random_top10_drop2,11
0.41732598395779275,0.48309034937381856,0.19213784821314203,2.2501184646559715,-0.09967134928176324,0.5739910313901345,0.4026905829596412,223,random_top10_drop2,12
0.71075208264003,0.8344752392016772,0.1931486241096819,3.3319050303131945,-0.06594671318347645,0.6322869955156951,0.4026905829596412,223,random_top10_drop2,13
0.5305854528393033,0.6176976570519368,0.18260294083025944,2.7895047296135185,-0.09454556288149052,0.57847533632287,0.4026905829596412,223,random_top10_drop2,14
0.790139417334464,0.9309609313149803,0.19562153613042976,3.5667870451636503,-0.08203310136750219,0.5874439461883408,0.4026905829596412,223,random_top10_drop2,15
0.4496357360269838,0.5213522221240574,0.21376241138482333,2.129384784232066,-0.1088599965685777,0.5650224215246636,0.4026905829596412,223,random_top10_drop2,16
0.5105897673393582,0.5938359630977654,0.18928022926646895,2.6040454847234518,-0.08212645403344532,0.6098654708520179,0.4026905829596412,223,random_top10_drop2,17
0.6400571040023326,0.7490421301624739,0.2021476260401416,2.971388774504926,-0.08693759345256225,0.5919282511210763,0.4026905829596412,223,random_top10_drop2,18
0.7007050451201668,0.8223051903863103,0.18329715702054805,3.46108967812511,-0.0935859349291196,0.6143497757847534,0.4026905829596412,223,random_top10_drop2,19
