trade_date,nav,portfolio_ret,cost,net_ret,turnover,num_positions
20250116,0.9971330425262451,-0.002566957473754883,0.0003,-0.002866957473754883,1.0,10
20250117,1.0004583317923315,0.00351485013961792,0.00017999999999999998,0.00333485013961792,0.6,10
20250120,1.0140425468084167,0.013757991790771484,0.00017999999999999998,0.013577991790771484,0.6,10
20250121,0.9975781458563778,-0.016056400537490845,0.00017999999999999998,-0.016236400537490845,0.6,10
20250122,1.012856104992649,0.015495049953460693,0.00017999999999999998,0.015315049953460693,0.6,10
20250123,0.9965230643248996,-0.0159457266330719,0.00017999999999999998,-0.0161257266330719,0.6,10
20250124,1.012959115858811,0.0166733980178833,0.00017999999999999998,0.016493398017883302,0.6,10
20250127,1.0099111788790083,-0.002828943729400635,0.00017999999999999998,-0.003008943729400635,0.6,10
20250205,1.0153855349618657,0.005600631237030029,0.00017999999999999998,0.00542063123703003,0.6,10
20250206,1.0323389385608202,0.016876518726348877,0.00017999999999999998,0.016696518726348877,0.6,10
20250207,1.0498432977009495,0.017136019468307496,0.00017999999999999998,0.016956019468307496,0.6,10
20250210,1.0713782620298449,0.020692551136016847,0.00017999999999999998,0.020512551136016847,0.6,10
20250211,1.0655816036791395,-0.005230468511581421,0.00017999999999999998,-0.00541046851158142,0.6,10
20250212,1.094391448456847,0.027216732501983643,0.00017999999999999998,0.027036732501983643,0.6,10
20250213,1.0804902077046419,-0.012522256374359131,0.00017999999999999998,-0.01270225637435913,0.6,10
20250214,1.0824304281501307,0.0019756853580474854,0.00017999999999999998,0.0017956853580474853,0.6,10
20250217,1.0942605882073178,0.011109256744384765,0.00017999999999999998,0.010929256744384766,0.6,10
20250218,1.070891358591062,-0.021176183223724367,0.00017999999999999998,-0.021356183223724366,0.6,10
20250219,1.0811854174560838,0.00979260802268982,0.00017999999999999998,0.00961260802268982,0.6,10
20250220,1.0787571219399688,-0.0020659565925598145,0.00017999999999999998,-0.0022459565925598145,0.6,10
20250221,1.0631717224343724,-0.014267551898956298,0.00017999999999999998,-0.014447551898956298,0.6,10
20250224,1.063179345913081,0.00018717050552368163,0.00017999999999999998,7.1705055236816456e-06,0.6,10
20250225,1.0738601083071364,0.010226058959960937,0.00017999999999999998,0.010046058959960937,0.6,10
20250226,1.077533639413534,0.003600865602493286,0.00017999999999999998,0.003420865602493286,0.6,10
20250227,1.0888029149996936,0.010638397932052613,0.00017999999999999998,0.010458397932052613,0.6,10
20250228,1.0701121017400506,-0.016986387968063354,0.00017999999999999998,-0.017166387968063353,0.6,10
20250303,1.0490475635962544,-0.019504421949386598,0.00017999999999999998,-0.019684421949386598,0.6,10
20250304,1.0760856864833408,0.02595397233963013,0.00017999999999999998,0.02577397233963013,0.6,10
20250305,1.0936300317496694,0.01648385524749756,0.00017999999999999998,0.01630385524749756,0.6,10
20250306,1.1150111199780075,0.019730567932128906,0.00017999999999999998,0.019550567932128907,0.6,10
20250307,1.1005146867034776,-0.012821155786514282,0.00017999999999999998,-0.013001155786514281,0.6,10
20250310,1.091199678333175,-0.008284229040145873,0.00017999999999999998,-0.008464229040145873,0.6,10
20250311,1.1034968142730721,0.0114493727684021,0.00017999999999999998,0.0112693727684021,0.6,10
20250312,1.0839765707532103,-0.017509442567825318,0.00017999999999999998,-0.017689442567825318,0.6,10
20250313,1.0695140659900209,-0.013162082433700562,0.00017999999999999998,-0.013342082433700561,0.6,10
20250314,1.0794269766141915,0.009448611736297607,0.00017999999999999998,0.009268611736297607,0.6,10
20250317,1.0845922098637013,0.00496516227722168,0.00017999999999999998,0.00478516227722168,0.6,10
20250318,1.0968577445626013,0.011488890647888184,0.00017999999999999998,0.011308890647888184,0.6,10
20250319,1.1025726026107057,0.005390208959579468,0.00017999999999999998,0.005210208959579468,0.6,10
20250320,1.1037892483180158,0.0012834608554840089,0.00017999999999999998,0.0011034608554840088,0.6,10
20250321,1.0936185834750056,-0.0090343177318573,0.00017999999999999998,-0.0092143177318573,0.6,10
20250324,1.0845587706460469,-0.008104252815246581,0.00017999999999999998,-0.008284252815246581,0.6,10
20250325,1.076520333020775,-0.007231712341308594,0.00017999999999999998,-0.007411712341308593,0.6,10
20250326,1.0947080180772315,0.017074882984161377,0.00017999999999999998,0.016894882984161377,0.6,10
20250327,1.0902191205644878,-0.003920543193817139,0.00017999999999999998,-0.0041005431938171385,0.6,10
20250328,1.0623322763121177,-0.025399118661880493,0.00017999999999999998,-0.025579118661880493,0.6,10
20250331,1.0725378230602687,0.009786736965179444,0.00017999999999999998,0.009606736965179444,0.6,10
20250401,1.0805153190182772,0.00761796236038208,0.00017999999999999998,0.00743796236038208,0.6,10
20250402,1.0859440384482988,0.005204194784164428,0.00017999999999999998,0.005024194784164429,0.6,10
20250403,1.0323755495847082,-0.04914895892143249,0.00017999999999999998,-0.04932895892143249,0.6,10
20250407,0.9612362706982037,-0.06872833371162415,0.00017999999999999998,-0.06890833371162415,0.6,10
20250408,0.9529857246014228,-0.008403265476226806,0.00017999999999999998,-0.008583265476226806,0.6,10
20250409,1.0053224735743362,0.05509871244430542,0.00017999999999999998,0.05491871244430542,0.6,10
20250410,1.0080086520780493,0.002851957082748413,0.00017999999999999998,0.002671957082748413,0.6,10
20250411,1.0461291836046778,0.037997663021087646,0.00017999999999999998,0.03781766302108765,0.6,10
20250414,1.0536665855163174,0.007385039329528808,0.00017999999999999998,0.007205039329528809,0.6,10
20250415,1.0469654247894373,-0.006239849328994751,0.00011999999999999999,-0.0063598493289947515,0.4,10
20250416,1.0235859588737608,-0.022150695323944092,0.00017999999999999998,-0.02233069532394409,0.6,10
20250417,1.0329708529324653,0.009348642826080323,0.00017999999999999998,0.009168642826080323,0.6,10
20250418,1.0392922552328139,0.006299632787704468,0.00017999999999999998,0.006119632787704468,0.6,10
20250421,1.0699910368086394,0.02971816062927246,0.00017999999999999998,0.02953816062927246,0.6,10
20250422,1.0794883749507296,0.00905609130859375,0.00017999999999999998,0.00887609130859375,0.6,10
20250423,1.0738962120894993,-0.005000382661819458,0.00017999999999999998,-0.005180382661819458,0.6,10
20250424,1.0729323167873093,-0.0007175683975219726,0.00017999999999999998,-0.0008975683975219727,0.6,10
20250425,1.069588561259519,-0.0029364645481109617,0.00017999999999999998,-0.0031164645481109618,0.6,10
20250428,1.0611323348564483,-0.007726055383682251,0.00017999999999999998,-0.007906055383682251,0.6,10
20250429,1.0756636331760743,0.013874143362045288,0.00017999999999999998,0.013694143362045288,0.6,10
20250430,1.0820553280192835,0.006122094392776489,0.00017999999999999998,0.0059420943927764895,0.6,10
20250506,1.112569791974306,0.028380465507507325,0.00017999999999999998,0.028200465507507325,0.6,10
20250507,1.1081619185056342,-0.0037818849086761475,0.00017999999999999998,-0.003961884908676147,0.6,10
20250508,1.128736852494421,0.018746721744537353,0.00017999999999999998,0.018566721744537353,0.6,10
