strategy,total_return_mean,total_return_std,annual_return_mean,annual_return_std,sharpe_mean,sharpe_std,max_drawdown_mean,max_drawdown_std,win_rate_mean,win_rate_std,avg_turnover_mean,avg_turnover_std,num_days_mean
lstm_buffer_risk,0.553160584307341,,0.6446862522146608,,2.2052373731119763,,-0.1099419582301191,,0.5515695067264574,,0.6008968609865468,,223.0
lstm_top10_drop2,0.6943311447188552,,0.8145892813162348,,2.236092385529952,,-0.12116999056583277,,0.5560538116591929,,0.4026905829596412,,223.0
lstm_top10_full,1.1174396883445543,,1.3344312902150484,,3.1547300545626036,,-0.11645345670378404,,0.5829596412556054,,1.4215246636771302,,223.0
random_top10_drop2,0.5478518240979258,0.1490332462867646,0.6393894884870283,0.17851949266053854,2.6539386648737278,0.5665046834179656,-0.09285579597589262,0.019046745185880457,0.5885650224215246,0.023453927885369655,0.4026905829596412,0.0,223.0
random_top10_full,0.34109814334151844,0.10563754886304412,0.39387321444170514,0.1241769646763944,1.838979338826951,0.45180229372345976,-0.10480731829822795,0.01889410498622012,0.5645739910313902,0.02367959735680124,1.9886547085201793,0.002163354571115639,223.0
