strategy,total_return_mean,total_return_std,annual_return_mean,annual_return_std,sharpe_mean,sharpe_std,max_drawdown_mean,max_drawdown_std,win_rate_mean,win_rate_std,avg_turnover_mean,avg_turnover_std,num_days_mean
lstm_buffer_risk,0.859772279333586,,0.9562884209104467,,2.6212903756788606,,-0.09204401750622804,,0.6008583690987125,,0.5699570815450643,,233.0
lstm_top10_drop2,1.29415726227319,,1.4548797637186142,,3.1432295493377707,,-0.09224358010675471,,0.5450643776824035,,0.4025751072961374,,233.0
lstm_top10_full,0.7531544248450175,,0.8352807264611715,,2.1556034207745243,,-0.09796621977150488,,0.5407725321888412,,1.1751072961373388,,233.0
random_top10_drop2,0.5162139839636691,0.2161842641529649,0.5698778980367738,0.2423503026501571,2.3078734321334338,0.7419853700432728,-0.09243926437332635,0.020114370926994134,0.5819742489270386,0.024053688680463283,0.4025751072961373,0.0,233.0
random_top10_full,0.4026996147548534,0.11134546409106447,0.44232912468811214,0.1236875331724069,1.963034510038997,0.43797986743296047,-0.09776238464423484,0.02064637006871548,0.5656652360515022,0.024697991423118296,1.9882403433476394,0.002445341177187068,233.0
