trade_date,nav,portfolio_ret,cost,net_ret,turnover,num_positions
20250116,1.0011460325241088,0.0014460325241088868,0.0003,0.0011460325241088869,1.0,10
20250117,1.0119390160418187,0.010900628566741944,0.00011999999999999999,0.010780628566741944,0.4,10
20250120,1.0155618964949125,0.0037001371383666992,0.00011999999999999999,0.0035801371383666993,0.4,10
20250121,1.0147655429077769,-0.0006641507148742676,0.00011999999999999999,-0.0007841507148742676,0.4,10
20250122,1.01158422911429,-0.0030150234699249266,0.00011999999999999999,-0.0031350234699249265,0.4,10
20250123,0.9944486116920831,-0.016819387674331665,0.00011999999999999999,-0.016939387674331664,0.4,10
20250124,1.013490301979198,0.019267988204956055,0.00011999999999999999,0.019147988204956057,0.4,10
20250127,1.0016285546622212,-0.011583858728408813,0.00011999999999999999,-0.011703858728408813,0.4,10
20250205,0.9979745311899101,-0.0035280823707580567,0.00011999999999999999,-0.0036480823707580566,0.4,10
20250206,1.0299954814135377,0.032205939292907715,0.00011999999999999999,0.03208593929290771,0.4,10
20250207,1.0375183933438694,0.007423830032348633,0.00011999999999999999,0.007303830032348632,0.4,10
20250210,1.0397060487500085,0.002228546142578125,0.00011999999999999999,0.0021085461425781253,0.4,10
20250211,1.0425270282597507,0.002833247184753418,0.00011999999999999999,0.002713247184753418,0.4,10
20250212,1.0487478607476932,0.00608707070350647,0.00011999999999999999,0.00596707070350647,0.4,10
20250213,1.03543381857468,-0.0125751793384552,0.00011999999999999999,-0.0126951793384552,0.4,10
20250214,1.0544535143606057,0.018488818407058717,0.00011999999999999999,0.01836881840705872,0.4,10
20250217,1.066465188202056,0.01151137351989746,0.00011999999999999999,0.01139137351989746,0.4,10
20250218,1.0405457351070277,-0.024184077978134155,0.00011999999999999999,-0.024304077978134154,0.4,10
20250219,1.0857285886896617,0.04354226589202881,0.00011999999999999999,0.04342226589202881,0.4,10
20250220,1.0860200583823825,0.00038845539093017577,0.00011999999999999999,0.0002684553909301758,0.4,10
20250221,1.0982411277028157,0.0113730788230896,0.00011999999999999999,0.0112530788230896,0.4,10
20250224,1.1133955560934192,0.013918817043304443,0.00011999999999999999,0.013798817043304443,0.4,10
20250225,1.143408133857837,0.02707589864730835,0.00011999999999999999,0.02695589864730835,0.4,10
20250226,1.1720993438253309,0.025212711095809935,0.00011999999999999999,0.025092711095809937,0.4,10
20250227,1.1781248876462522,0.0052608132362365724,0.00011999999999999999,0.005140813236236572,0.4,10
20250228,1.1211335356594776,-0.04825462698936463,0.00011999999999999999,-0.04837462698936463,0.4,10
20250303,1.104963996051606,-0.014302492141723633,0.00011999999999999999,-0.014422492141723633,0.4,10
20250304,1.1516400745763697,0.042362171411514285,0.00011999999999999999,0.04224217141151428,0.4,10
20250305,1.1547916188106362,0.0028565704822540285,0.00011999999999999999,0.0027365704822540286,0.4,10
20250306,1.1695059562589076,0.012861984968185424,0.00011999999999999999,0.012741984968185424,0.4,10
20250307,1.1560751883176141,-0.011364138126373291,0.00011999999999999999,-0.011484138126373292,0.4,10
20250310,1.161211021471177,0.004562473297119141,0.00011999999999999999,0.004442473297119141,0.4,10
20250311,1.1876419975714425,0.022881561517715455,0.00011999999999999999,0.022761561517715457,0.4,10
20250312,1.177760644219375,-0.00820014476776123,0.00011999999999999999,-0.008320144767761231,0.4,10
20250313,1.1692257861846693,-0.007126682996749878,0.00011999999999999999,-0.007246682996749878,0.4,10
20250314,1.2001446628428596,0.026563888788223265,0.00011999999999999999,0.026443888788223267,0.4,10
20250317,1.2096833926874124,0.008067983388900756,0.00011999999999999999,0.007947983388900756,0.4,10
20250318,1.2145344536709117,0.0041301906108856205,0.00011999999999999999,0.00401019061088562,0.4,10
20250319,1.2130947985285556,-0.0010653555393218995,0.00011999999999999999,-0.0011853555393218996,0.4,10
20250320,1.2075570081283846,-0.004445010423660278,0.00011999999999999999,-0.004565010423660278,0.4,10
20250321,1.18112757933604,-0.021766692399978638,0.00011999999999999999,-0.021886692399978636,0.4,10
20250324,1.133811644203804,-0.03993996977806091,0.00011999999999999999,-0.040059969778060915,0.4,10
20250325,1.1154220896086964,-0.01609923243522644,0.00011999999999999999,-0.01621923243522644,0.4,10
20250326,1.1315861429501544,0.014611423015594482,0.00011999999999999999,0.014491423015594482,0.4,10
20250327,1.1158512098315683,-0.01378520131111145,0.00011999999999999999,-0.01390520131111145,0.4,10
20250328,1.1029323328626865,-0.011457598209381104,0.00011999999999999999,-0.011577598209381104,0.4,10
20250331,1.1057809102728604,0.0027027308940887453,0.00011999999999999999,0.0025827308940887454,0.4,10
20250401,1.1044595750602801,-0.0010749340057373048,0.00011999999999999999,-0.0011949340057373047,0.4,10
20250402,1.1053106262796508,0.0008905589580535889,0.00011999999999999999,0.0007705589580535889,0.4,10
20250403,1.1092136088355309,0.003651118278503418,0.00011999999999999999,0.003531118278503418,0.4,10
20250407,1.0384184036509585,-0.06370468139648437,0.00011999999999999999,-0.06382468139648437,0.4,10
20250408,1.0006261629962026,-0.03627403974533081,0.00011999999999999999,-0.036394039745330814,0.4,10
20250409,1.03865883347021,0.03812887072563172,0.00011999999999999999,0.038008870725631715,0.4,10
20250410,1.053606099605002,0.014510929584503174,0.00011999999999999999,0.014390929584503174,0.4,10
20250411,1.0684774124809797,0.01423467993736267,0.00011999999999999999,0.01411467993736267,0.4,10
20250414,1.0824191808651458,0.013168257474899293,0.00011999999999999999,0.013048257474899292,0.4,10
20250415,1.0676607549684665,-0.013514667749404907,0.00011999999999999999,-0.013634667749404908,0.4,10
20250416,1.0562145655428294,-0.010600811243057251,0.00011999999999999999,-0.010720811243057252,0.4,10
20250417,1.0704920288320858,0.01363757848739624,0.00011999999999999999,0.01351757848739624,0.4,10
20250418,1.0703268684065264,-3.428459167480469e-05,0.00011999999999999999,-0.00015428459167480467,0.4,10
20250421,1.0783707037469046,0.007635307312011719,0.00011999999999999999,0.007515307312011718,0.4,10
20250422,1.095243278239422,0.015766358375549315,0.00011999999999999999,0.015646358375549316,0.4,10
20250423,1.0821663472307694,-0.0118197500705719,0.00011999999999999999,-0.0119397500705719,0.4,10
20250424,1.072485739146278,-0.008825582265853883,0.00011999999999999999,-0.008945582265853883,0.4,10
20250425,1.0673241065811938,-0.004692775011062622,0.00011999999999999999,-0.004812775011062622,0.4,10
20250428,1.060125893327774,-0.006624168157577515,0.00011999999999999999,-0.006744168157577515,0.4,10
20250429,1.0592495794150636,-0.0007066130638122559,0.00011999999999999999,-0.0008266130638122558,0.4,10
20250430,1.0664246186738031,0.006893700361251831,0.00011999999999999999,0.006773700361251831,0.4,10
20250506,1.08314891455254,0.0158025860786438,0.00011999999999999999,0.0156825860786438,0.4,10
20250507,1.0753744390283886,-0.007057660818099975,0.00011999999999999999,-0.0071776608180999756,0.4,10
20250508,1.0821695382125398,0.00643882155418396,0.00011999999999999999,0.00631882155418396,0.4,10
20250509,1.0670572247990977,-0.013844829797744752,0.00011999999999999999,-0.013964829797744752,0.4,10
20250512,1.064857840264244,-0.0019411683082580567,0.00011999999999999999,-0.0020611683082580566,0.4,10
20250513,1.0525568140604016,-0.011431801319122314,0.00011999999999999999,-0.011551801319122314,0.4,10
20250514,1.062207358705409,0.009288668632507324,0.00011999999999999999,0.009168668632507324,0.4,10
